treeId,blockId,x,y,z,className,targetname,model,source
1061,1801,-8320,-1856,256,ent_dota_tree,,models/props_tree/tree_oak_01b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1062,1802,-8192,-1856,256,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1063,1803,-7040,-1856,128,ent_dota_tree,,models/props_tree/tree_oak_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1064,1804,-3136,-1856,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1065,1805,-832,-1856,128,ent_dota_tree,,models/props_tree/tree_pine_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1066,1807,1024,-1856,0,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1067,1808,3328,-1856,0,ent_dota_tree,,models/props_tree/dire_tree004.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1068,1809,5824,-1856,128,ent_dota_tree,,models/props_tree/tree_oak_01b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1069,1810,5952,-1856,128,ent_dota_tree,,models/props_tree/dire_tree008.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1070,1811,7104,-1856,128,ent_dota_tree,,models/props_tree/dire_tree004.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1071,1815,-7488,-1792,256,ent_dota_tree,,models/props_tree/tree_bamboo_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1072,1816,-7168,-1792,128,ent_dota_tree,,models/props_tree/tree_bamboo_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1073,1817,-5120,-1792,256,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1074,1818,-4864,-1792,256,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1075,1819,-4736,-1792,256,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1076,1820,-3904,-1792,256,ent_dota_tree,,models/props_tree/tree_oak_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1077,1821,-448,-1792,128,ent_dota_tree,,models/props_tree/tree_pine_03b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1078,1824,1024,-1792,0,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1079,1825,2880,-1792,0,ent_dota_tree,,models/props_tree/dire_tree004.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1080,1826,3008,-1792,0,ent_dota_tree,,models/props_tree/dire_tree004.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1081,1827,4032,-1792,0,ent_dota_tree,,models/props_tree/dire_tree007.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1082,1828,6976,-1792,128,ent_dota_tree,,models/props_tree/dire_tree004.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1083,1832,8704,-1792,256,ent_dota_tree,,models/props_tree/dire_tree004b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1084,1833,-8640,-1728,256,ent_dota_tree,,models/props_tree/tree_bamboo_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1085,1834,-7040,-1728,128,ent_dota_tree,,models/props_tree/tree_bamboo_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1086,1836,-3584,-1728,256,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1087,1837,-1024,-1728,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1088,1839,5056,-1728,128,ent_dota_tree,,models/props_tree/tree_oak_01b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1089,1840,5248,-1728,128,ent_dota_tree,,models/props_tree/dire_tree007.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1090,1841,5632,-1728,128,ent_dota_tree,,models/props_tree/dire_tree004.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1091,1843,6016,-1728,128,ent_dota_tree,,models/props_tree/tree_oak_01b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1092,1845,7168,-1728,128,ent_dota_tree,,models/props_tree/dire_tree008.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1093,1846,7744,-1728,0,ent_dota_tree,,models/props_tree/dire_tree004b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1094,1854,5760,-1664,128,ent_dota_tree,,models/props_tree/dire_tree004.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1095,1858,-8512,-1600,256,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1096,1859,-8192,-1600,256,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1097,1860,-7424,-1600,256,ent_dota_tree,,models/props_tree/tree_bamboo_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1098,1861,-3520,-1600,256,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1099,1862,-3392,-1600,256,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1100,1863,-1024,-1600,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1101,1864,-896,-1600,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1102,1865,7232,-1600,128,ent_dota_tree,,models/props_tree/tree_oak_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1103,1867,3072,-1536,256,ent_dota_tree,,models/props_tree/dire_tree007.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1104,1868,3200,-1536,256,ent_dota_tree,,models/props_tree/dire_tree007.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1105,1869,3328,-1536,256,ent_dota_tree,,models/props_tree/dire_tree008.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1106,1870,3456,-1536,256,ent_dota_tree,,models/props_tree/tree_oak_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1107,1871,3584,-1536,256,ent_dota_tree,,models/props_tree/dire_tree007.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1108,1872,5376,-1536,128,ent_dota_tree,,models/props_tree/dire_tree004.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1109,1873,6016,-1536,128,ent_dota_tree,,models/props_tree/tree_oak_01b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1110,1874,7040,-1536,128,ent_dota_tree,,models/props_tree/dire_tree008.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1111,1875,7424,-1536,128,ent_dota_tree,,models/props_tree/dire_tree007.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1112,1876,7616,-1536,128,ent_dota_tree,,models/props_tree/tree_oak_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1113,1878,8448,-1536,0,ent_dota_tree,,models/props_tree/dire_tree007.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1114,1879,-8448,-1472,256,ent_dota_tree,,models/props_tree/tree_oak_01b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1115,1880,-3456,-1472,256,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1116,1882,-192,-1472,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1117,1886,4544,-1472,128,ent_dota_tree,,models/props_tree/dire_tree008.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1118,1888,5248,-1472,128,ent_dota_tree,,models/props_tree/dire_tree007.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1119,1889,5504,-1472,128,ent_dota_tree,,models/props_tree/tree_oak_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1120,1890,5760,-1472,128,ent_dota_tree,,models/props_tree/dire_tree004.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1121,1891,-5760,-1408,128,ent_dota_tree,,models/props_tree/tree_bamboo_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1122,1892,-64,-1408,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1123,1893,3008,-1408,256,ent_dota_tree,,models/props_tree/dire_tree004.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1124,1894,3584,-1408,256,ent_dota_tree,,models/props_tree/dire_tree007.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1125,1897,5888,-1408,128,ent_dota_tree,,models/props_tree/dire_tree004.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1126,1898,7040,-1408,128,ent_dota_tree,,models/props_tree/dire_tree008.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1127,1900,7296,-1408,128,ent_dota_tree,,models/props_tree/dire_tree004.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1128,1904,8576,-1408,0,ent_dota_tree,,models/props_tree/tree_oak_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1129,1905,-8640,-1344,256,ent_dota_tree,,models/props_tree/tree_oak_01b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1130,1906,-8512,-1344,256,ent_dota_tree,,models/props_tree/tree_bamboo_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1131,1907,-8384,-1344,256,ent_dota_tree,,models/props_tree/tree_oak_01b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1132,1908,-6016,-1344,128,ent_dota_tree,,models/props_tree/tree_oak_01b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1133,1909,1984,-1344,0,ent_dota_tree,,models/props_tree/dire_tree004.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1134,1910,5568,-1344,128,ent_dota_tree,,models/props_tree/dire_tree004.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1135,1911,-5632,-1280,256,ent_dota_tree,,models/props_tree/tree_oak_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1136,1912,-4736,-1280,256,ent_dota_tree,,models/props_tree/tree_oak_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1137,1913,-4352,-1280,256,ent_dota_tree,,models/props_tree/tree_pine_03b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1138,1914,-4160,-1280,256,ent_dota_tree,,models/props_tree/tree_pine_03b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1139,1915,-4032,-1280,256,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1140,1916,-3904,-1280,256,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1141,1919,576,-1280,0,ent_dota_tree,,models/props_tree/tree_bamboo_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1142,1920,3648,-1280,256,ent_dota_tree,,models/props_tree/dire_tree008.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1143,1924,5120,-1280,128,ent_dota_tree,,models/props_tree/dire_tree008.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1144,1927,-8640,-1216,256,ent_dota_tree,,models/props_tree/tree_bamboo_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1145,1928,-8512,-1216,256,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1146,1932,-5440,-1216,256,ent_dota_tree,,models/props_tree/tree_oak_01b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1147,1934,-2688,-1216,128,ent_dota_tree,,models/props_tree/tree_oak_01b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1148,1935,448,-1216,0,ent_dota_tree,,models/props_tree/tree_bamboo_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1149,1936,1664,-1216,0,ent_dota_tree,,models/props_tree/dire_tree004.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1150,1941,5312,-1216,256,ent_dota_tree,,models/props_tree/dire_tree007.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1151,1942,7040,-1216,128,ent_dota_tree,,models/props_tree/dire_tree008.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1152,1943,7168,-1216,128,ent_dota_tree,,models/props_tree/dire_tree004.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1153,1947,-8384,-1152,256,ent_dota_tree,,models/props_tree/tree_pine_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1154,1948,-5952,-1152,128,ent_dota_tree,,models/props_tree/tree_bamboo_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1155,1949,-2048,-1152,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1156,1950,3712,-1152,256,ent_dota_tree,,models/props_tree/dire_tree004.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1157,1951,4672,-1152,128,ent_dota_tree,,models/props_tree/dire_tree004b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1158,1955,5632,-1152,128,ent_dota_tree,,models/props_tree/tree_oak_01b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1159,1956,-8704,-1088,256,ent_dota_tree,,models/props_tree/tree_oak_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1160,1957,-8576,-1088,256,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1161,1958,-8256,-1088,256,ent_dota_tree,,models/props_tree/tree_oak_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1162,1960,-8128,-1088,256,ent_dota_tree,,models/props_tree/tree_oak_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1163,1961,-5312,-1088,256,ent_dota_tree,,models/props_tree/tree_oak_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1164,1962,-3904,-1088,256,ent_dota_tree,,models/props_tree/tree_oak_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1165,1963,-2240,-1088,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1166,1967,1856,-1088,0,ent_dota_tree,,models/props_tree/tree_oak_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1167,1969,4928,-1088,128,ent_dota_tree,,models/props_tree/dire_tree007.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1168,1970,5184,-1088,256,ent_dota_tree,,models/props_tree/dire_tree007.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1169,1972,-8384,-1024,256,ent_dota_tree,,models/props_tree/tree_oak_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1170,1973,-7168,-1024,128,ent_dota_tree,,models/props_tree/tree_bamboo_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1171,1974,-6016,-1024,128,ent_dota_tree,,models/props_tree/tree_oak_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1172,1979,-1920,-1024,128,ent_dota_tree,,models/props_tree/tree_oak_01b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1173,1982,1664,-1024,0,ent_dota_tree,,models/props_tree/dire_tree007.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1174,1983,2048,-1024,256,ent_dota_tree,,models/props_tree/dire_tree004b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1175,1984,4352,-1024,128,ent_dota_tree,,models/props_tree/dire_tree008.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1176,1986,4544,-1024,128,ent_dota_tree,,models/props_tree/dire_tree008.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1177,1987,4672,-1024,128,ent_dota_tree,,models/props_tree/tree_oak_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1178,1988,4800,-1024,128,ent_dota_tree,,models/props_tree/dire_tree007.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1179,1989,5376,-1024,256,ent_dota_tree,,models/props_tree/dire_tree007.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1180,1991,8512,-1024,0,ent_dota_tree,,models/props_tree/dire_tree007.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1181,1992,-8512,-960,256,ent_dota_tree,,models/props_tree/tree_oak_01b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1182,1993,-5888,-960,128,ent_dota_tree,,models/props_tree/tree_oak_01b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1183,1994,-5376,-960,256,ent_dota_tree,,models/props_tree/tree_bamboo_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1184,1995,-3008,-960,256,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1185,1996,-2240,-960,128,ent_dota_tree,,models/props_tree/tree_pine_03b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1186,1999,2176,-960,256,ent_dota_tree,,models/props_tree/tree_oak_01b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1187,2000,2496,-960,256,ent_dota_tree,,models/props_tree/dire_tree004b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1188,2001,5056,-960,256,ent_dota_tree,,models/props_tree/dire_tree004.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1189,2002,5760,-960,128,ent_dota_tree,,models/props_tree/dire_tree004.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1190,2004,-8640,-896,256,ent_dota_tree,,models/props_tree/tree_bamboo_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1191,2005,-8384,-896,256,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1192,2007,-8064,-896,256,ent_dota_tree,,models/props_tree/tree_oak_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1193,2008,-7488,-896,256,ent_dota_tree,,models/props_tree/tree_oak_01b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1194,2009,-7104,-896,128,ent_dota_tree,,models/props_tree/tree_oak_01b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1195,2010,-1856,-896,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1196,2012,2048,-896,256,ent_dota_tree,,models/props_tree/tree_oak_01b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1197,2013,2368,-896,256,ent_dota_tree,,models/props_tree/dire_tree007.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1198,2014,4160,-896,256,ent_dota_tree,,models/props_tree/dire_tree004.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1199,2015,5248,-896,256,ent_dota_tree,,models/props_tree/dire_tree008.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1200,2018,-5376,-832,256,ent_dota_tree,,models/props_tree/tree_oak_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1201,2019,-2688,-832,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1202,2020,-2304,-832,128,ent_dota_tree,,models/props_tree/tree_oak_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1203,2022,4288,-832,256,ent_dota_tree,,models/props_tree/tree_oak_01b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1204,2023,6976,-832,128,ent_dota_tree,,models/props_tree/dire_tree004.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1205,2024,7232,-832,128,ent_dota_tree,,models/props_tree/dire_tree004b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1206,2027,-8576,-768,256,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1207,2028,-7552,-768,256,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1208,2029,-7424,-768,256,ent_dota_tree,,models/props_tree/tree_oak_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1209,2030,-5952,-768,128,ent_dota_tree,,models/props_tree/tree_oak_01b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1210,2031,-3200,-768,256,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1211,2033,-3072,-768,256,ent_dota_tree,,models/props_tree/tree_pine_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1212,2034,-2816,-768,128,ent_dota_tree,,models/props_tree/tree_oak_01b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1213,2035,-1856,-768,128,ent_dota_tree,,models/props_tree/tree_pine_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1214,2036,-1728,-768,128,ent_dota_tree,,models/props_tree/tree_oak_01b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1215,2038,2112,-768,256,ent_dota_tree,,models/props_tree/dire_tree007.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1216,2039,2240,-768,256,ent_dota_tree,,models/props_tree/dire_tree007.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1217,2040,4480,-768,256,ent_dota_tree,,models/props_tree/dire_tree004b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1218,2041,5056,-768,256,ent_dota_tree,,models/props_tree/dire_tree008.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1219,2042,5376,-768,128,ent_dota_tree,,models/props_tree/dire_tree004.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1220,2043,5568,-768,128,ent_dota_tree,,models/props_tree/dire_tree004.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1221,2044,5696,-768,128,ent_dota_tree,,models/props_tree/dire_tree007.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1222,2045,7104,-768,128,ent_dota_tree,,models/props_tree/dire_tree004b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1223,2046,7360,-768,128,ent_dota_tree,,models/props_tree/tree_oak_01b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1224,2047,7680,-768,0,ent_dota_tree,,models/props_tree/dire_tree007.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1225,2050,8704,-768,128,ent_dota_tree,,models/props_tree/dire_tree007.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1226,2051,-8704,-704,256,ent_dota_tree,,models/props_tree/tree_bamboo_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1227,2052,-7168,-704,128,ent_dota_tree,,models/props_tree/tree_oak_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1228,2055,-5376,-704,256,ent_dota_tree,,models/props_tree/tree_bamboo_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1229,2056,-4224,-704,256,ent_dota_tree,,models/props_tree/tree_bamboo_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1230,2058,-2304,-704,128,ent_dota_tree,,models/props_tree/tree_oak_01b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1231,2059,1728,-704,128,ent_dota_tree,,models/props_tree/tree_oak_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1232,2060,2432,-704,256,ent_dota_tree,,models/props_tree/dire_tree007.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1233,2061,3136,-704,256,ent_dota_tree,,models/props_tree/dire_tree004.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1234,2063,3264,-704,256,ent_dota_tree,,models/props_tree/tree_oak_01b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1235,2064,4800,-704,256,ent_dota_tree,,models/props_tree/dire_tree008.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1236,2065,6912,-704,128,ent_dota_tree,,models/props_tree/dire_tree008.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1237,2070,-7424,-640,256,ent_dota_tree,,models/props_tree/tree_oak_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1238,2071,-5952,-640,128,ent_dota_tree,,models/props_tree/tree_oak_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1239,2072,-4352,-640,256,ent_dota_tree,,models/props_tree/tree_oak_01b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1240,2076,-3328,-640,256,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1241,2077,-3136,-640,256,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1242,2078,-2816,-640,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1243,2079,-2112,-640,128,ent_dota_tree,,models/props_tree/tree_pine_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1244,2080,640,-640,0,ent_dota_tree,,models/props_tree/dire_tree007.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1245,2081,3968,-640,256,ent_dota_tree,,models/props_tree/tree_oak_01b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1246,2083,4416,-640,256,ent_dota_tree,,models/props_tree/tree_oak_01b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1247,2084,4992,-640,256,ent_dota_tree,,models/props_tree/dire_tree004.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1248,2086,7296,-640,128,ent_dota_tree,,models/props_tree/dire_tree004b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1249,2087,7424,-640,128,ent_dota_tree,,models/props_tree/dire_tree004b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1250,2088,-8640,-576,256,ent_dota_tree,,models/props_tree/tree_bamboo_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1251,2092,-7168,-576,128,ent_dota_tree,,models/props_tree/tree_oak_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1252,2093,-7040,-576,128,ent_dota_tree,,models/props_tree/tree_oak_01b.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1253,2094,-5376,-576,256,ent_dota_tree,,models/props_tree/tree_bamboo_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1254,2095,-5184,-576,256,ent_dota_tree,,models/props_tree/tree_oak_02.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1255,2096,-1792,-576,128,ent_dota_tree,,models/props_tree/tree_pine_01.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
1256,2098,4800,-576,256,ent_dota_tree,,models/props_tree/dire_tree004.vmdl,vrf-export-entities/maps/dota/entities/default_ents.vents
